T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17
4696,5077,23480,61048,18784,14088,42264,56352,56733,19165,,,28176,9392,,,
42140,43833,14611,24916,37834,61057,52445,48139,49832,39527,,,56751,18917,,,
30621,1774,22379,5895,57121,26500,14137,40637,11790,28274,,,53000,61242,,,
29530,50772,16924,57075,52757,23227,4318,27545,48787,8636,,,46454,59060,,,
33603,46504,37289,44661,3686,35446,40975,11058,23959,16587,,,5529,1843,,,
31458,14329,26564,16776,60469,29011,21670,50681,33552,43340,,,58022,62916,,,
46116,38110,34491,11241,53738,7622,22866,30488,22482,45732,,,15244,26869,,,
11404,40334,57020,17526,45616,34212,37273,6122,35052,9183,,,3061,22808,,,
46214,39580,34981,12515,54130,7916,23748,31664,25030,47496,,,15832,27065,,,
28652,37602,12534,45661,49245,20593,61779,17009,25959,58195,,,41186,57304,,,
9801,16289,49005,62050,39204,29403,22846,52249,58737,45692,,,58806,19602,,,
25538,56255,62327,5179,36789,11251,33753,45004,10358,2143,,,22502,51076,,,
50004,31067,53931,61785,3927,19286,57858,11781,58207,50353,,,38572,34645,,,
42062,42663,14221,23902,37522,60823,51743,47203,47804,38123,,,56283,18761,,,
16893,57306,19102,23520,2209,50679,21311,6627,47040,42622,,,35995,33786,,,
31833,19954,28439,21651,61969,30136,25045,55181,43302,50090,,,60272,63666,,,
46753,47665,37676,19522,56286,9533,28599,38132,39044,57198,,,19066,28143,,,
58153,22576,29313,36996,36523,43733,473,44206,8629,946,,,22103,50943,,,
38300,51596,60774,40359,22474,49537,17885,2059,15355,35770,,,33711,11237,,,
8411,60802,42055,43980,33644,25233,10336,35569,22597,20672,,,50466,16822,,,
42350,46983,15661,27646,38674,61687,54335,50659,55292,43307,,,58011,19337,,,
2218,33270,11090,28834,8872,6654,19962,26616,57668,39924,,,13308,4436,,,
63553,38213,56313,41833,58123,59933,49073,43643,18303,32783,,,54503,61743,,,
8255,58462,41275,41952,33020,24765,8932,33697,18541,17864,,,49530,16510,,,
14894,27321,9107,62896,59576,44682,3320,48002,60429,6640,,,24001,29788,,,
6824,36997,34120,23349,27296,20472,61416,16525,46698,57469,,,40944,13648,,,
24490,40535,57087,56918,32597,8107,24321,32428,48473,48642,,,16214,48980,,,
61645,9593,46773,17029,50491,54209,31901,20747,34058,63802,,,43055,57927,,,
64625,54293,61673,55769,62411,63149,58721,56507,46175,52079,,,60935,63887,,,
838,12570,4190,10894,3352,2514,7542,10056,21788,15084,,,5028,1676,,,
16762,55341,18447,21817,1685,50286,20132,5055,43634,40264,,,35209,33524,,,
8777,929,43885,48738,35108,26331,13630,39961,32113,27260,,,52662,17554,,,
41403,32778,10926,15335,34886,58846,45812,39295,30670,26261,,,52329,17443,,,
31635,16984,27449,19077,61177,29542,23263,52805,38154,46526,,,59084,63270,,,
11905,47849,59525,24039,47620,35715,41782,12134,48078,18201,,,6067,23810,,,
3664,54960,18320,47632,14656,10992,32976,43968,29901,589,,,21984,7328,,,
56597,64599,21533,16768,30299,39065,51832,25534,33536,38301,,,12767,47831,,,
25896,61625,64117,9833,38221,12325,36975,49300,19666,8587,,,24650,51792,,,
47649,61105,42156,31170,59870,12221,36663,48884,62340,7963,,,24442,29935,,,
19760,34948,33437,60791,13677,59280,47114,41031,56219,28865,,,53197,39520,,,
13521,6726,2242,45047,54084,40563,56326,31526,24731,47289,,,15763,27042,,,
26628,7242,2414,19349,41149,14521,43563,58084,38698,21763,,,29042,53256,,,
45755,32695,32686,6548,52294,6539,19617,26156,13096,39234,,,13078,26147,,,
13231,2376,792,41277,52924,39693,53716,28046,17191,42069,,,14023,26462,,,
40951,25998,8666,9459,33078,57490,41744,33871,18918,18125,,,49617,16539,,,
17446,238,21867,30709,4421,52338,26288,13263,61418,52576,,,39313,34892,,,
63798,41888,57538,45018,59103,60668,51278,46583,24673,37193,,,55973,62233,,,
51375,51632,60786,14245,9411,23399,4834,28233,28490,9668,,,46798,37387,,,
21906,1775,44167,23326,22261,355,1065,1420,46652,2130,,,710,43812,,,
64402,50948,60558,52870,61519,62480,56714,53831,40377,48065,,,59597,63441,,,
26953,12117,4039,23574,42449,15496,46488,61984,47148,27613,,,30992,53906,,,
37592,40976,57234,31155,19642,47413,11513,58926,62310,23026,,,29463,9821,,,
14529,21846,7282,58151,58116,43587,35,43622,50939,70,,,21811,29058,,,
7947,53842,39735,37948,31788,23841,6160,30001,10533,12320,,,47682,15894,,,
26049,63920,64882,11822,38833,12784,38352,51136,23644,11341,,,25568,52098,,,
9214,7484,46070,54419,36856,27642,17563,45205,43475,35126,,,55284,18428,,,
52952,9924,3308,34746,15719,28130,19027,47157,4129,38054,,,56260,40541,,,
38006,47186,59304,36537,21298,48655,15239,63894,7711,30478,,,31947,10649,,,
22030,3635,44787,24938,22757,727,2181,2908,49876,4362,,,1454,44060,,,
20863,51493,38952,9767,18089,62589,57041,54267,19534,48719,,,59815,41726,,,
11560,42674,57800,19554,46240,34680,38677,7994,39108,11991,,,3997,23120,,,
8307,59242,41535,42628,33228,24921,9400,34321,19893,18800,,,49842,16614,,,
24046,33875,54867,51146,30821,6775,20325,27100,36929,40650,,,13550,48092,,,
48864,13967,48231,46965,64730,15866,47598,63464,28567,29833,,,31732,32365,,,
37511,39761,56829,30102,19318,47170,10784,57954,60204,21568,,,28977,9659,,,
273,4095,1365,3549,1092,819,2457,3276,7098,4914,,,1638,546,,,
48048,1727,44151,36357,61466,13418,40254,53672,7351,15145,,,26836,30733,,,
24621,42500,57742,58621,33121,8500,25500,34000,51879,51000,,,17000,49242,,,
19338,28618,31327,55305,11989,58014,43316,35967,45247,21269,,,50665,38676,,,
4612,3817,23060,59956,18448,13836,41508,55344,54549,17653,,,27672,9224,,,
27356,18162,6054,28813,44061,16705,50115,1457,57626,34867,,,33410,54712,,,
43157,59088,19696,38137,41902,64108,61598,60343,10911,57833,,,62853,20951,,,
13524,6771,2257,45086,54096,40572,56353,31562,24809,47343,,,15781,27048,,,
27156,15162,5054,26213,43261,16105,48315,64420,52426,31267,,,32210,54312,,,
7957,53992,39785,38078,31828,23871,6250,30121,10793,12500,,,47742,15914,,,
27809,24957,8319,34702,45873,18064,54192,6893,4041,43021,,,36128,55618,,,
57522,13111,26158,28793,33999,41840,60157,36634,57586,54951,,,18317,49681,,,
57970,19831,28398,34617,35791,43184,64189,42010,3871,63015,,,21005,50577,,,
6092,26017,30460,13833,24368,18276,54828,7741,27666,44293,,,36552,12184,,,
26384,3582,1194,16177,40173,13789,41367,55156,32354,17371,,,27578,52768,,,
2811,42165,14055,36543,11244,8433,25299,33732,7723,50598,,,16866,5622,,,
37195,35021,55249,25994,18054,46222,7940,54162,51988,15880,,,27081,9027,,,
10020,19574,50100,64897,40080,30060,24817,54877,64431,49634,,,60120,20040,,,
64082,46148,58958,48710,60239,61520,53834,49991,32057,42305,,,57677,62801,,,
35996,17036,49254,10407,13258,42625,62512,39774,20814,59661,,,19887,6629,,,
60448,57001,40788,1468,45703,50618,21128,6383,2936,42256,,,35873,55533,,,
50042,31637,54121,62279,4079,19400,58200,12237,59195,51037,,,38800,34721,,,
48750,12257,47661,45483,64274,15524,46572,62096,25603,27781,,,31048,32137,,,
17447,253,21872,30722,4425,52341,26297,13275,61444,52594,,,39319,34894,,,
63974,44528,58418,47306,59807,61196,52862,48695,29249,40361,,,57029,62585,,,
16988,58731,19577,24755,2589,50964,22166,7767,49510,44332,,,36565,33976,,,
48553,9302,46676,42922,63486,14933,44799,59732,20481,24235,,,29866,31743,,,
48138,3077,44601,37527,61826,13688,41064,54752,9691,16765,,,27376,30913,,,
40461,18648,6216,3089,31118,56020,37334,27991,6178,9305,,,46677,15559,,,
61932,13898,48208,20760,51639,55070,34484,24191,41520,3605,,,44777,58501,,,
49774,27617,52781,58795,3007,18596,55788,9021,52227,46213,,,37192,34185,,,
1582,23730,7910,20566,6328,4746,14238,18984,41132,28476,,,9492,3164,,,
16980,58611,19537,24651,2557,50940,22094,7671,49302,44188,,,36517,33960,,,
47145,53545,39636,24618,57854,10709,32127,42836,49236,64254,,,21418,28927,,,
61782,11648,47458,18810,51039,54620,33134,22391,37620,905,,,43877,58201,,,
23374,23795,51507,42410,28133,4759,14277,19036,19457,28554,,,9518,46748,,,
61318,4688,45138,12778,49183,53228,28958,16823,25556,57916,,,41093,57273,,,
7073,40732,35365,26586,28292,21219,63657,19513,53172,61951,,,42438,14146,,,
2951,44265,14755,38363,11804,8853,26559,35412,11363,53118,,,17706,5902,,,
61835,12443,47723,19499,51251,54779,33611,23027,38998,1859,,,44195,58307,,,
32702,32989,32784,32948,82,32743,32866,246,533,369,,,123,41,,,
3608,54120,18040,46904,14432,10824,32472,43296,28445,64944,,,21648,7216,,,
46741,47485,37616,19366,56238,9497,28491,37988,38732,56982,,,18994,28119,,,
56041,56259,18753,9540,28075,37397,46828,18862,19080,28293,,,9431,46719,,,
58766,31771,32378,44965,38975,45572,5990,51562,24567,11980,,,25781,52169,,,
15462,35841,11947,4917,61848,46386,8432,54818,9834,16864,,,27409,30924,,,
41429,33168,11056,15673,34990,58924,46046,39607,31346,26729,,,52485,17495,,,
36211,20261,50329,13202,14118,43270,64447,42354,26404,63531,,,21177,7059,,,
32925,36334,33899,35847,974,33412,34873,2922,6331,4383,,,1461,487,,,
42856,54573,18191,34224,40698,63205,58889,56731,3085,52415,,,61047,20349,,,
25911,61850,64192,10028,38281,12370,37110,49480,20056,8857,,,24740,51822,,,
50289,35342,55356,127,5067,20141,60423,15201,254,55483,,,40282,35215,,,
26859,10707,3569,22352,42073,15214,45642,60856,44704,25921,,,30428,53718,,,
21048,54268,39877,12172,18829,63144,58706,56487,24344,52049,,,60925,42096,,,
44120,8170,24511,50656,45754,1634,4902,6536,35949,9804,,,3268,22877,,,
52286,65297,65341,26088,13055,26132,13033,39165,52176,26066,,,52264,39209,,,
51516,53747,61491,16078,9975,23822,6103,29925,32156,12206,,,47644,37669,,,
46722,47200,37521,19119,56162,9440,28320,37760,38238,56640,,,18880,28081,,,
52697,6099,2033,31431,14699,27365,16732,44097,62862,33464,,,54730,40031,,,
58489,27616,30993,41364,37867,44741,3497,48238,17365,6994,,,24119,51615,,,
32073,23554,29639,24771,62929,30856,27205,58061,49542,54410,,,61712,64146,,,
23630,27635,52787,45738,29157,5527,16581,22108,26113,33162,,,11054,47260,,,
41011,26898,8966,10239,33318,57670,42284,34591,20478,19205,,,49977,16659,,,
28006,27912,9304,37263,46661,18655,55965,9257,9163,46567,,,37310,56012,,,
26831,10287,3429,21988,41961,15130,45390,60520,43976,25417,,,30260,53662,,,
16120,45711,15237,13471,64480,48360,14354,62714,26942,28708,,,31357,32240,,,
26511,5487,1829,17828,40681,14170,42510,56680,35656,19657,,,28340,53022,,,
25163,50630,60452,304,35289,10126,30378,40504,608,60756,,,20252,50326,,,
49367,21512,50746,53504,1379,17375,52125,4137,41645,38887,,,34750,33371,,,
60676,60421,41928,4432,46615,51302,23180,9119,8864,46360,,,37241,55989,,,
24807,45290,58672,61039,33865,9058,27174,36232,56715,54348,,,18116,49614,,,
52074,62117,64281,23332,12207,25496,11125,36621,46664,22250,,,50992,38785,,,
14204,16971,5657,53926,56816,42612,62473,39722,42489,59583,,,19861,28408,,,
16110,45561,15187,13341,64440,48330,14264,62594,26682,28528,,,31297,32220,,,
24751,44450,58392,60311,33641,8890,26670,35560,55259,53340,,,17780,49502,,,
42218,45003,15001,25930,38146,61291,53147,49075,51860,40931,,,57219,19073,,,
44349,11605,25656,53633,46670,2321,6963,9284,41903,13926,,,4642,23335,,,
27227,16227,5409,27136,43545,16318,48954,65272,54272,32545,,,32636,54454,,,
20453,45343,36902,4437,16449,61359,53351,49347,8874,41339,,,57355,40906,,,
4763,6082,23815,61919,19052,14289,42867,57156,58475,20371,,,28578,9526,,,
53932,24624,8208,47486,19639,31070,27847,58917,29609,55694,,,62140,42501,,,
14397,19866,6622,56435,57588,43191,64210,42038,47507,63057,,,21019,28794,,,
50078,32177,54301,62747,4223,19508,58524,12669,60131,51685,,,39016,34793,,,
55086,41934,13978,62488,24255,34532,38233,7402,59613,11103,,,3701,44809,,,
21412,59728,41697,16904,20285,64236,61982,60855,33808,58601,,,63109,42824,,,
42821,54048,18016,33769,40558,63100,58574,56311,2175,51785,,,60837,20279,,,
19751,34813,33392,60674,13641,59253,47033,40923,55985,28703,,,53143,39502,,,
11937,48329,59685,24455,47748,35811,42070,12518,48910,18777,,,6259,23874,,,
9296,8714,46480,55485,37184,27888,18301,46189,45607,36602,,,55776,18592,,,
2021,30315,10105,26273,8084,6063,18189,24252,52546,36378,,,12126,4042,,,
28881,41037,13679,48638,50161,21280,63840,19757,31913,62317,,,42560,57762,,,
50105,32582,54436,63098,4331,19589,58767,12993,60833,52171,,,39178,34847,,,
59838,47851,37738,58901,43263,48788,15638,64426,52439,31276,,,32213,54313,,,
8045,55312,40225,39222,32180,24135,7042,31177,13081,14084,,,48270,16090,,,
43297,61188,20396,39957,42462,64528,62858,62023,14551,60353,,,63693,21231,,,
38164,49556,60094,38591,21930,49129,16661,427,11819,33322,,,32895,10965,,,
49838,28577,53101,59627,3263,18788,56364,9789,53891,47365,,,37576,34313,,,
12846,61964,64230,36272,51384,38538,50251,23426,7181,35139,,,11713,25692,,,
38554,55406,62044,43661,23490,50299,20171,5107,21959,40342,,,35235,11745,,,
53115,12369,4123,36865,16371,28619,20494,49113,8367,40988,,,57238,40867,,,
1331,19965,6655,17303,5324,3993,11979,15972,34606,23958,,,7986,2662,,,
38167,49601,60109,38630,21942,49138,16688,463,11897,33376,,,32913,10971,,,
50366,36497,55741,1128,5375,20372,61116,16125,2256,56869,,,40744,35369,,,
40411,17898,5966,2439,30918,55870,36884,27391,4878,8405,,,46377,15459,,,
53132,12624,4208,37086,16439,28670,20647,49317,8809,41294,,,57340,40901,,,
4323,64845,21615,56199,17292,12969,38907,51876,47035,12451,,,25938,8646,,,
41855,39558,13186,21211,36694,60202,49880,44719,42422,34397,,,55041,18347,,,
45824,33730,33031,7445,52570,6746,20238,26984,14890,40476,,,13492,26285,,,
25375,53810,61512,3060,36137,10762,32286,43048,6120,64572,,,21524,50750,,,
21316,58288,41217,15656,19901,63948,61118,59703,31312,56873,,,62533,42632,,,
25925,62060,64262,10210,38337,12412,37236,49648,20420,9109,,,24824,51850,,,
52753,6939,2313,32159,14923,27533,17236,44769,64318,34472,,,55066,40143,,,
2982,44730,14910,38766,11928,8946,26838,35784,12169,53676,,,17892,5964,,,
1928,28920,9640,25064,7712,5784,17352,23136,50128,34704,,,11568,3856,,,
12513,56969,62565,31943,50052,37539,47254,19430,63886,29145,,,9715,25026,,,
45309,26005,30456,750,50510,5201,15603,20804,1500,31206,,,10402,25255,,,
98,1470,490,1274,392,294,882,1176,2548,1764,,,588,196,,,
17248,62631,20877,28135,3629,51744,24506,10887,56270,49012,,,38125,34496,,,
28950,42072,14024,49535,50437,21487,64461,20585,33707,63559,,,42974,57900,,,
62249,18653,49793,24881,52907,56021,37337,27995,49762,9311,,,46679,59135,,,
40203,14778,4926,65098,30086,55246,35012,24895,64833,4661,,,45129,15043,,,
16524,51771,17257,18723,733,49572,17990,2199,37446,35980,,,33781,33048,,,
32252,26239,30534,27098,63645,31393,28816,60209,54196,57632,,,62786,64504,,,
55134,42654,14218,63112,24447,34676,38665,7978,60861,11967,,,3989,44905,,,
29860,55722,18574,61365,54077,24217,7288,31505,57367,14576,,,48434,59720,,,
26320,2622,874,15345,39917,13597,40791,54388,30690,16219,,,27194,52640,,,
56910,3931,23098,20837,31551,40004,54649,29290,41674,43935,,,14645,48457,,,
15621,38226,12742,6984,62484,46863,9863,56726,13968,19726,,,28363,31242,,,
4050,60750,20250,52650,16200,12150,36450,48600,39937,7537,,,24300,8100,,,
59170,37831,34398,50217,40591,46784,9626,56410,35071,19252,,,28205,52977,,,
21203,56593,40652,14187,19449,63609,60101,58347,28374,54839,,,61855,42406,,,
6037,25192,30185,13118,24148,18111,54333,7081,26236,43303,,,36222,12074,,,
16704,54471,18157,21063,1453,50112,19610,4359,42126,39220,,,34861,33408,,,
63932,43898,58208,46760,59639,61070,52484,48191,28157,39605,,,56777,62501,,,
9596,13214,47980,59385,38384,28788,21001,49789,53407,42002,,,57576,19192,,,
54821,37959,12653,59043,23195,33737,35848,4222,52723,6333,,,2111,44279,,,
40135,13758,4586,64214,29814,55042,34400,24079,63065,3437,,,44721,14907,,,
4556,2977,22780,59228,18224,13668,41004,54672,53093,16645,,,27336,9112,,,
17500,1048,22137,31411,4637,52500,26774,13911,62822,53548,,,39637,35000,,,
7939,53722,39695,37844,31756,23817,6088,29905,10325,12176,,,47634,15878,,,
24641,42800,57842,58881,33201,8560,25680,34240,52399,51360,,,17120,49282,,,
22858,16055,48927,35702,26069,3211,9633,12844,6041,19266,,,6422,45716,,,
35865,15071,48599,8704,12734,42232,61333,38202,17408,57303,,,19101,6367,,,
37392,37976,56234,28555,18842,46813,9713,56526,57110,19426,,,28263,9421,,,
44692,16750,27371,58092,48042,3350,10050,13400,50821,20100,,,6700,24021,,,
22232,6665,45797,27564,23565,1333,3999,5332,55128,7998,,,2666,44464,,,
56415,61869,20623,14402,29571,38519,50194,23350,28804,35025,,,11675,47467,,,
59227,38686,34683,50958,40819,46955,10139,57094,36553,20278,,,28547,53091,,,
31235,10984,25449,13877,59577,28342,19663,48005,27754,39326,,,56684,62470,,,
6868,37657,34340,23921,27472,20604,61812,17053,47842,58261,,,41208,13736,,,
32234,25969,30444,26864,63573,31339,28654,59993,53728,57308,,,62678,64468,,,
51966,60497,63741,21928,11775,25172,10153,35325,43856,20306,,,50344,38569,,,
60559,58666,41343,2911,46147,50951,22127,7715,5822,44254,,,36539,55755,,,
4215,63225,21075,54795,16860,12645,37935,50580,44227,10507,,,25290,8430,,,
22847,15890,48872,35559,26025,3178,9534,12712,5755,19068,,,6356,45694,,,
33929,51394,38919,48899,4990,36424,43909,14970,32435,22455,,,7485,2495,,,
23471,25250,51992,43671,28521,5050,15150,20200,21979,30300,,,10100,46942,,,
13027,64679,65135,38625,52108,39081,51880,25598,11887,38397,,,12799,26054,,,
5047,10342,25235,248,20188,15141,45423,60564,496,25483,,,30282,10094,,,
38553,55391,62039,43648,23486,50296,20162,5095,21933,40324,,,35229,11743,,,
52939,9729,3243,34577,15667,28091,18910,47001,3791,37820,,,56182,40515,,,
35718,12866,47864,6793,12146,41791,60010,36438,13586,54657,,,18219,6073,,,
11520,42074,57600,19034,46080,34560,38317,7514,38068,11271,,,3757,23040,,,
1267,19005,6335,16471,5068,3801,11403,15204,32942,22806,,,7602,2534,,,
26903,11367,3789,22924,42249,15346,46038,61384,45848,26713,,,30692,53806,,,
28792,39702,13234,47481,49805,21013,63039,18689,29599,60715,,,42026,57584,,,
34441,59074,41479,55555,7038,37960,48517,21114,45747,31671,,,10557,3519,,,
48220,4307,45011,38593,62154,13934,41802,55736,11823,18241,,,27868,31077,,,
54893,39039,13013,59979,23483,33953,36496,5086,54595,7629,,,2543,44423,,,
52807,7749,2583,32861,15139,27695,17722,45417,359,35444,,,55390,40251,,,
12486,56564,62430,31592,49944,37458,47011,19106,63184,28659,,,9553,24972,,,
40557,20088,6696,4337,31502,56308,38198,29143,8674,11033,,,47253,15751,,,
13465,5886,1962,44319,53860,40395,55822,30854,23275,46281,,,15427,26930,,,
16772,55491,18497,21947,1725,50316,20222,5175,43894,40444,,,35269,33544,,,
10537,27329,52685,6255,42148,31611,29470,61081,12510,58940,,,63222,21074,,,
24348,38405,56377,55072,32029,7681,23043,30724,44781,46086,,,15362,48696,,,
36653,26891,52539,18948,15886,44596,3062,47658,37896,6124,,,23829,7943,,,
45354,26680,30681,1335,50690,5336,16008,21344,2670,32016,,,10672,25345,,,
8018,54907,40090,38871,32072,24054,6799,30853,12379,13598,,,48108,16036,,,
38545,55271,61999,43544,23454,50272,20090,4999,21725,40180,,,35181,11727,,,
51531,53972,61566,16273,10035,23867,6238,30105,32546,12476,,,47734,37699,,,
49362,21437,50721,53439,1359,17360,52080,4077,41515,38797,,,34720,33361,,,
59796,47221,37528,58355,43095,48662,15260,63922,51347,30520,,,31961,54229,,,
653,9795,3265,8489,2612,1959,5877,7836,16978,11754,,,3918,1306,,,
49565,24482,51736,56078,2171,17969,53907,6513,46793,42451,,,35938,33767,,,
30161,60237,20079,65278,55281,25120,9997,35117,65193,19994,,,50240,60322,,,
13933,12906,4302,50403,55732,41799,60034,36470,35443,54705,,,18235,27866,,,
33777,49114,38159,46923,4382,35968,42541,13146,28483,19719,,,6573,2191,,,
62082,16148,48958,22710,52239,55520,35834,25991,45420,6305,,,45677,58801,,,
10811,31439,54055,9817,43244,32433,31936,64369,19634,63872,,,64866,21622,,,
7209,42772,36045,28354,28836,21627,64881,21145,56708,64399,,,43254,14418,,,
26887,11127,3709,22716,42185,15298,45894,61192,45432,26425,,,30596,53774,,,
25976,62825,64517,10873,38541,12565,37695,50260,21746,10027,,,25130,51952,,,
61729,10853,47193,18121,50827,54461,32657,21755,36242,65314,,,43559,58095,,,
14046,14601,4867,51872,56184,42138,61051,37826,38381,56739,,,18913,28092,,,
53665,20619,6873,44015,18571,30269,25444,55713,22667,50888,,,60538,41967,,,
32768,33979,33114,33806,346,32941,33460,1038,2249,1557,,,519,173,,,
15224,32271,10757,1823,60896,45672,6290,51962,3646,12580,,,25981,30448,,,
64904,58478,63068,59396,63527,63986,61232,59855,53429,57101,,,62609,64445,,,
49942,30137,53621,60979,3679,19100,57300,11037,56595,49237,,,38200,34521,,,
31150,9709,25024,12772,59237,28087,18898,46985,25544,37796,,,56174,62300,,,
57271,9346,24903,25530,32995,41087,57898,33622,51060,50433,,,16811,49179,,,
13794,10821,3607,48596,55176,41382,58783,34802,31829,52203,,,17401,27588,,,
9313,8969,46565,55706,37252,27939,18454,46393,46049,36908,,,55878,18626,,,
5013,9832,25065,65169,20052,15039,45117,60156,64975,24871,,,30078,10026,,,
32569,30994,32119,31219,64913,32344,31669,64013,62438,63338,,,64688,65138,,,
45563,29815,31726,4052,51526,5963,17889,23852,8104,35778,,,11926,25763,,,
44802,18400,27921,59522,48482,3680,11040,14720,53681,22080,,,7360,24241,,,
41592,35613,11871,17792,35642,59413,47513,41563,35584,29663,,,53463,17821,,,
64899,58403,63043,59331,63507,63971,61187,59795,53299,57011,,,62579,64435,,,
49062,16937,49221,49539,159,16460,49380,477,33715,33397,,,32920,32761,,,
6996,39577,34980,25585,27984,20988,62964,18589,51170,60565,,,41976,13992,,,
54762,37074,12358,58276,22959,33560,35317,3514,51189,5271,,,1757,44161,,,
29751,54087,18029,59948,53641,23890,6307,30197,54533,12614,,,47780,59502,,,
7136,41677,35680,27405,28544,21408,64224,20269,54810,63085,,,42816,14272,,,
14039,14496,4832,51781,56156,42117,60988,37742,38199,56613,,,18871,28078,,,
52433,2139,713,27999,13643,26573,14356,40929,55998,28712,,,53146,39503,,,
12025,49649,60125,25599,48100,36075,42862,13574,51198,20361,,,6787,24050,,,
24784,44945,58557,60740,33773,8989,26967,35956,56117,53934,,,17978,49568,,,
48026,1397,44041,36071,61378,13352,40056,53408,6779,14749,,,26704,30689,,,
20749,49783,38382,8285,17633,62247,56015,52899,16570,46667,,,59131,41498,,,
56859,3166,22843,20174,31347,39851,54190,28678,40348,43017,,,14339,48355,,,
6645,34312,33225,21022,26580,19935,59805,14377,42044,54247,,,39870,13290,,,
58349,25516,30293,39544,37307,44321,2237,46558,13725,4474,,,23279,51335,,,
7433,46132,37165,31266,29732,22299,1534,23833,62532,3068,,,44598,14866,,,
948,14220,4740,12324,3792,2844,8532,11376,24648,17064,,,5688,1896,,,
36122,18926,49884,12045,13762,43003,63646,41286,24090,61929,,,20643,6881,,,
17261,62826,20942,28304,3681,51783,24623,11043,56608,49246,,,38203,34522,,,
31238,11029,25464,13916,59589,28351,19690,48041,27832,39380,,,56702,62476,,,
7396,45577,36980,30785,29584,22188,1201,23389,61570,2402,,,44376,14792,,,
59799,47266,37543,58394,43107,48671,15287,63958,51425,30574,,,31979,54235,,,
1181,17715,5905,15353,4724,3543,10629,14172,30706,21258,,,7086,2362,,,
11767,45779,58835,22245,47068,35301,40540,10478,44490,15717,,,5239,23534,,,
44739,17455,27606,58703,48230,3491,10473,13964,52043,20946,,,6982,24115,,,
30504,19,21794,4374,56653,26149,13084,39233,8748,26168,,,52298,61008,,,
8938,3344,44690,50831,35752,26814,15079,41893,36299,30158,,,53628,17876,,,
4376,277,21880,56888,17504,13128,39384,52512,48413,13405,,,26256,8752,,,
51183,48752,59826,11749,8643,22823,3106,25929,23498,6212,,,45646,37003,,,
53477,17799,5933,41571,17819,29705,23752,53457,17779,47504,,,59410,41591,,,
65043,60563,63763,61203,64083,64403,62483,61523,57043,59603,,,63443,64723,,,
9043,4919,45215,52196,36172,27129,16024,43153,39029,32048,,,54258,18086,,,
22856,16025,48917,35676,26061,3205,9615,12820,5989,19230,,,6410,45712,,,
35513,9791,46839,4128,11326,41176,58165,33978,8256,50967,,,16989,5663,,,
40803,23778,7926,7535,32486,57046,40412,32095,15070,15461,,,48729,16243,,,
56761,1696,22353,18900,30955,39557,53308,27502,37800,41253,,,13751,48159,,,
54760,37044,12348,58250,22951,33554,35299,3490,51137,5235,,,1745,44157,,,
29399,48807,16269,55372,52233,22834,3139,25973,45381,6278,,,45668,58798,,,
10547,27479,52735,6385,42188,31641,29560,61201,12770,59120,,,63282,21094,,,
26108,64805,65177,12589,39069,12961,38883,51844,25178,12403,,,25922,52216,,,
19598,32518,32627,58685,13029,58794,45656,39087,52007,25949,,,52225,39196,,,
50372,36587,55771,1206,5399,20390,61170,16197,2412,56977,,,40780,35381,,,
41467,33738,11246,16167,35142,59038,46388,40063,32334,27413,,,52713,17571,,,
42899,55218,18406,34783,40870,63334,59276,57247,4203,53189,,,61305,20435,,,
33479,44644,36669,43049,3190,35074,39859,9570,20735,14355,,,4785,1595,,,
9634,13784,48170,59879,38536,28902,21343,50245,54395,42686,,,57804,19268,,,
61509,7553,46093,15261,49947,53801,30677,19115,30522,61354,,,42239,57655,,,
40689,22068,7356,6053,32030,56704,39386,30727,12106,13409,,,48045,16015,,,
36697,27551,52759,19520,16062,44728,3458,48186,39040,6916,,,24093,8031,,,
53098,12114,4038,36644,16303,28568,20341,48909,7925,40682,,,57136,40833,,,
63702,40448,57058,43770,58719,60380,50414,45431,22177,35465,,,55397,62041,,,
34479,59644,41669,56049,7190,38074,48859,21570,46735,32355,,,10785,3595,,,
54908,39264,13088,60174,23543,33998,36631,5266,54985,7899,,,2633,44453,,,
55447,47349,15783,1818,25699,35615,41482,11734,3636,17601,,,5867,45531,,,
19585,32323,32562,58516,12977,58755,45539,38931,51669,25715,,,52147,39170,,,
48084,2267,44331,36825,61610,13526,40578,54104,8287,15793,,,27052,30805,,,
30957,6814,24059,10263,58465,27508,17161,44669,20526,34322,,,55016,61914,,,
23303,22730,51152,41487,27849,4546,13638,18184,17611,27276,,,9092,46606,,,
48822,13337,48021,46419,64562,15740,47220,62960,27475,29077,,,31480,32281,,,
30119,59607,19869,64732,55113,24994,9619,34613,64101,19238,,,49988,60238,,,
6541,32752,32705,19670,26164,19623,58869,13129,39340,52375,,,39246,13082,,,
40045,12408,4136,63044,29454,54772,33590,22999,60725,1817,,,44181,14727,,,
54079,26829,8943,49397,20227,31511,29170,60681,33431,58340,,,63022,42795,,,
40269,15768,5256,593,30350,55444,35606,25687,1186,5849,,,45525,15175,,,
28140,29922,9974,39005,47197,19057,57171,10865,12647,48979,,,38114,56280,,,
50415,37232,55986,1765,5571,20519,61557,16713,3530,57751,,,41038,35467,,,
49035,16532,49086,49188,51,16379,49137,153,33013,32911,,,32758,32707,,,
